story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.2,4.0,4.3,4.5,3.8,4.7
1,4.0,3.0,4.0,4.0,4.0,5.0
2,4.0,3.0,3.0,4.0,4.0,4.0
3,4.0,3.0,4.0,4.0,3.0,4.0
4,4.0,3.5,3.0,3.5,2.5,3.0
5,4.0,3.0,4.0,4.0,5.0,4.0
6,4.0,3.0,4.0,3.0,4.0,4.0
7,4.0,3.0,3.0,4.0,4.0,3.0
8,4.0,3.0,3.0,4.0,4.0,3.0
9,4.0,3.0,3.0,4.0,3.0,2.0
10,4.0,3.0,3.0,3.0,2.0,3.0
11,4.0,3.0,3.0,4.0,3.0,4.0
12,3.5,4.0,3.5,4.5,2.5,3.0
13,3.0,2.0,2.0,2.0,2.0,2.0
14,4.0,3.0,4.0,3.0,2.0,4.0
15,3.0,3.0,2.5,3.5,2.5,2.5
16,3.0,3.0,2.0,4.0,4.0,2.0
17,4.0,3.0,3.0,4.0,4.0,4.0
18,4.0,3.0,2.0,4.0,4.0,3.0
19,4.0,3.0,2.0,3.0,4.0,4.0
20,4.0,3.0,3.0,4.0,2.0,4.0
21,3.0,4.0,3.0,4.0,2.0,2.0
22,4.0,3.0,2.0,4.0,2.0,2.0
23,4.0,3.0,3.0,4.0,2.0,2.0
24,4.0,3.0,2.0,4.0,2.0,4.0
25,4.0,3.0,3.0,4.0,3.0,5.0
26,4.0,3.0,3.0,4.0,4.0,4.0
27,4.0,3.0,3.0,3.0,2.0,2.0
28,4.0,3.0,3.0,4.0,3.0,4.0
29,4.0,3.0,3.0,4.0,3.0,5.0
30,4.0,3.0,3.0,4.0,2.0,5.0
31,4.5,4.0,4.0,4.0,3.0,4.0
32,4.5,4.5,4.0,4.0,3.0,4.5
33,4.5,4.0,4.0,4.5,4.0,4.5
34,4.5,4.0,4.5,4.0,3.5,4.5
35,3.0,3.0,4.0,4.0,3.0,2.0
36,4.0,3.0,4.0,3.0,2.0,2.0
37,4.0,3.0,4.0,3.0,2.0,2.0
38,4.0,3.0,4.0,4.0,2.0,3.0
39,4.0,3.0,4.0,4.0,3.0,4.0
40,2.0,2.0,2.0,3.0,4.0,2.0
41,4.0,3.0,3.0,4.0,3.0,2.0
42,4.0,3.0,3.0,3.0,3.0,3.0
43,4.0,2.0,3.0,1.0,2.0,1.0
44,4.0,3.0,2.0,3.0,2.0,2.0
45,4.0,3.0,3.0,3.0,2.0,4.0
46,5.0,5.0,5.0,5.0,3.0,5.0
47,4.5,4.0,4.0,3.5,3.0,4.5
48,4.0,3.0,3.0,4.0,2.0,4.0
49,4.0,3.0,3.0,4.0,2.0,5.0
50,3.5,3.0,3.0,4.0,2.5,3.0
51,4.0,3.0,3.0,4.0,2.0,3.0
52,4.0,3.0,3.0,4.0,3.0,2.0
53,4.0,3.0,3.0,4.0,3.0,5.0
54,4.0,4.0,4.0,4.0,3.0,3.0
55,4.0,3.5,3.0,4.0,3.0,3.0
56,4.0,3.0,3.0,4.0,2.0,2.0
57,4.0,3.0,4.0,4.0,5.0,5.0
58,3.5,4.0,4.0,4.0,3.0,3.5
59,4.0,3.0,4.0,4.0,2.0,4.0
60,4.0,3.0,3.0,4.0,2.0,2.0
61,3.0,2.0,2.0,4.0,3.0,3.0
62,4.0,3.0,3.0,4.0,2.0,4.0
63,3.0,4.0,3.0,4.0,3.0,4.0
64,2.0,3.0,2.0,3.0,2.0,2.0
65,4.0,4.0,4.0,4.0,3.0,4.0
66,4.0,3.0,3.0,4.0,2.0,4.0
67,4.0,3.0,3.0,2.0,2.0,4.0
68,4.0,3.0,3.0,4.0,2.0,5.0
69,5.0,3.0,4.0,2.0,2.0,5.0
70,4.0,3.0,4.0,4.0,3.0,4.0
71,4.0,3.0,3.0,4.0,3.0,3.0
72,4.5,4.0,4.5,4.5,4.0,5.0
73,4.0,3.0,3.0,4.0,3.0,4.0
74,4.2,4.0,4.1,4.3,4.4,4.5
