story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,3.0,4.0,3.0,5.0
1,4.0,3.0,4.0,4.0,3.0,5.0
2,4.0,3.0,3.0,4.0,2.0,4.0
3,4.0,3.0,4.0,4.0,4.0,4.0
4,4.0,3.0,4.0,4.0,5.0,5.0
5,4.0,3.0,3.0,4.0,4.0,3.0
6,4.5,4.5,4.5,4.5,4.5,4.5
7,4.5,4.0,4.0,4.0,4.5,4.0
8,4.0,3.0,4.0,4.0,4.0,3.0
9,4.0,3.0,4.0,4.0,4.0,4.0
10,4.0,3.0,3.0,4.0,3.0,4.0
11,4.0,3.0,4.0,4.0,3.0,4.0
12,3.5,3.0,2.5,3.5,2.5,2.0
13,4.0,3.0,3.0,4.0,3.0,4.0
14,4.0,3.0,3.0,4.0,2.0,3.0
15,4.0,2.0,2.0,3.0,3.0,2.0
16,4.0,3.0,3.0,4.0,4.0,2.0
17,4.0,2.0,3.0,4.0,3.0,2.0
18,4.0,3.0,2.0,3.0,3.0,4.0
19,4.0,3.0,2.0,3.0,2.0,2.0
20,4.0,3.0,3.0,4.0,2.0,4.0
21,2.5,3.0,2.5,4.0,2.0,4.0
22,3.0,3.0,2.0,4.0,2.0,2.0
23,3.5,3.5,3.0,4.0,2.5,3.0
24,4.0,3.0,3.0,4.0,2.0,4.0
25,4.0,2.0,3.0,4.0,2.0,2.0
26,4.0,3.0,3.0,4.0,4.0,5.0
27,4.0,2.0,3.0,3.0,3.0,3.0
28,4.0,3.0,4.0,4.0,3.0,4.0
29,3.5,3.0,3.0,3.5,3.5,3.0
30,4.0,3.0,3.0,4.0,2.0,4.0
31,4.0,4.0,4.0,4.0,3.0,4.0
32,4.0,3.0,3.0,4.0,2.0,4.0
33,4.0,3.0,3.0,4.0,2.0,4.0
34,4.0,4.0,4.0,4.0,3.0,4.0
35,3.5,3.0,4.0,3.0,2.5,2.0
36,3.0,2.0,3.0,3.0,2.0,2.0
37,3.5,3.0,4.0,4.0,2.5,3.0
38,4.0,3.0,4.0,3.0,2.0,4.0
39,2.0,3.0,3.0,3.0,2.0,2.0
40,4.0,3.0,3.0,3.0,3.0,4.0
41,3.5,3.0,3.0,3.0,2.5,3.0
42,4.0,3.0,3.0,4.0,3.0,2.0
43,3.0,2.0,2.0,3.0,3.0,2.0
44,3.0,2.5,2.0,2.5,3.0,2.5
45,4.5,4.5,4.5,4.5,3.5,5.0
46,4.0,3.0,4.0,3.0,2.0,4.0
47,5.0,5.0,5.0,5.0,5.0,5.0
48,4.0,3.0,3.0,3.0,2.0,4.0
49,4.0,3.0,3.0,2.0,2.0,5.0
50,3.0,2.0,3.0,4.0,2.0,2.0
51,4.0,3.0,3.0,4.0,4.0,4.0
52,3.0,3.0,3.0,3.0,3.0,4.0
53,4.0,3.0,3.0,4.0,3.0,3.0
54,4.0,4.0,4.0,4.0,4.0,4.0
55,4.0,3.0,3.0,2.0,2.0,2.0
56,4.0,3.0,3.0,4.0,2.0,4.0
57,4.0,3.0,3.0,3.0,2.0,3.0
58,4.0,2.0,3.0,1.0,2.0,1.0
59,4.0,3.0,3.0,3.0,2.0,3.0
60,4.0,3.0,3.0,4.0,2.0,5.0
61,2.0,3.0,2.0,3.0,2.0,1.0
62,3.5,4.0,3.5,4.0,3.0,3.0
63,3.0,4.0,3.0,4.0,2.0,4.0
64,3.0,4.0,3.0,4.0,2.0,4.0
65,3.5,3.0,3.5,4.0,2.5,4.0
66,4.0,3.0,3.0,4.0,2.0,5.0
67,4.0,3.0,4.0,4.0,3.0,4.0
68,4.0,2.0,3.0,3.0,2.0,3.0
69,4.0,3.0,3.0,3.0,2.0,4.0
70,4.5,4.5,4.0,4.5,4.0,4.5
71,4.0,3.0,3.0,4.0,3.0,4.0
72,4.5,4.0,4.5,4.0,3.5,4.5
73,4.0,4.0,4.0,4.0,3.0,4.0
74,4.0,3.0,3.0,4.0,3.0,3.0
