story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,4.0,3.0,3.0,4.0
1,4.0,3.0,3.0,3.0,3.0,4.0
2,3.0,3.0,3.0,4.0,2.0,3.0
3,4.0,3.0,3.0,4.0,2.0,4.0
4,3.0,2.0,2.0,2.0,1.0,1.0
5,4.5,4.5,4.5,4.5,4.5,4.5
6,4.0,3.0,3.0,4.0,4.0,2.0
7,4.0,3.0,4.0,3.0,4.0,4.0
8,4.0,3.0,2.0,4.0,4.0,2.0
9,4.0,4.0,4.0,4.0,5.0,3.0
10,4.0,3.0,3.0,3.5,2.5,2.5
11,4.0,3.0,3.0,4.0,2.0,3.0
12,4.0,3.0,4.0,4.0,3.0,5.0
13,2.0,2.0,3.0,3.0,2.0,2.0
14,4.0,3.0,3.0,4.0,2.0,5.0
15,4.0,3.0,2.0,4.0,4.0,2.0
16,4.0,3.0,3.0,4.0,3.0,4.0
17,3.5,3.0,3.0,4.0,3.5,2.5
18,4.0,3.0,2.0,4.0,3.0,4.0
19,3.0,3.0,2.0,3.0,2.0,2.0
20,3.5,4.0,3.0,4.0,2.5,3.0
21,4.0,3.0,4.0,4.0,2.0,3.0
22,3.5,3.0,3.0,4.0,2.0,2.0
23,4.0,3.0,4.0,4.0,2.0,3.0
24,4.0,3.0,3.0,4.0,2.0,4.0
25,4.0,3.0,3.0,4.0,3.0,4.0
26,4.0,3.0,4.0,3.0,3.0,3.0
27,4.0,3.0,4.0,4.0,3.0,3.0
28,4.5,4.0,4.0,4.0,3.0,4.0
29,3.0,2.0,2.0,2.0,2.0,2.0
30,5.0,5.0,4.0,4.0,3.0,5.0
31,5.0,5.0,5.0,5.0,4.0,5.0
32,4.5,5.0,4.5,5.0,3.5,5.0
33,4.0,3.0,4.0,3.0,2.0,4.0
34,4.0,4.0,4.0,4.0,3.0,4.0
35,4.0,3.0,4.0,4.0,4.0,3.0
36,4.0,3.0,4.0,4.0,3.0,2.0
37,3.5,3.0,3.5,3.0,2.5,2.0
38,4.0,3.0,3.0,4.0,2.0,4.0
39,3.0,3.0,3.0,3.0,2.0,2.0
40,4.0,2.0,3.0,3.0,3.0,2.0
41,4.0,2.0,3.0,1.0,2.0,1.0
42,4.0,3.0,2.0,3.0,3.0,5.0
43,3.5,3.0,3.0,3.5,3.0,2.5
44,4.0,3.0,4.0,3.0,4.0,5.0
45,4.0,3.0,3.0,3.0,2.0,4.0
46,4.0,3.0,3.0,4.0,3.0,4.0
47,4.0,3.0,3.0,4.0,4.0,5.0
48,4.0,3.0,4.0,3.0,2.0,4.0
49,4.0,3.0,3.0,2.0,2.0,4.0
50,4.0,3.0,3.0,4.0,4.0,4.0
51,3.0,3.0,2.0,3.0,2.0,2.0
52,3.5,3.0,3.5,4.0,3.0,3.5
53,4.0,3.0,3.0,4.0,3.0,4.0
54,3.5,3.5,4.0,3.5,3.0,3.0
55,4.0,2.0,3.0,1.0,2.0,1.0
56,3.5,3.5,3.0,3.0,2.5,2.5
57,4.0,2.0,3.0,1.0,2.0,1.0
58,4.2,3.8,4.0,4.3,3.5,3.7
59,4.0,4.0,4.0,3.5,3.0,3.0
60,3.0,4.0,3.0,4.0,2.0,3.0
61,4.0,3.0,2.0,4.0,2.0,3.0
62,3.5,4.0,3.5,4.0,3.5,2.5
63,4.0,3.0,4.0,3.0,2.0,4.0
64,4.5,4.5,4.5,4.0,3.5,5.0
65,4.0,3.0,3.0,3.0,2.0,4.0
66,4.0,3.0,3.0,4.0,2.0,4.0
67,4.0,3.0,3.0,4.0,2.0,5.0
68,4.0,3.0,3.0,4.0,3.0,4.0
69,4.5,3.5,4.0,3.5,3.0,4.5
70,4.0,3.0,3.0,4.0,4.0,4.0
71,4.0,3.0,3.0,4.0,2.0,4.0
72,4.0,3.0,4.0,4.0,4.0,5.0
73,4.0,3.0,3.0,4.0,3.0,4.0
74,4.0,3.0,3.0,4.0,3.0,4.0
