story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,4.0,4.0,3.0,4.0
1,4.0,3.0,3.0,4.0,3.0,4.0
2,4.0,3.0,3.0,3.0,3.0,4.0
3,4.0,3.0,3.0,4.0,2.0,4.0
4,4.0,4.0,3.0,3.0,3.0,4.0
5,4.0,4.0,4.0,3.5,4.0,4.0
6,4.0,3.0,3.0,4.0,3.0,3.0
7,4.0,4.0,3.0,4.0,5.0,3.0
8,5.0,5.0,5.0,5.0,5.0,5.0
9,5.0,5.0,5.0,5.0,5.0,5.0
10,4.0,3.0,3.0,3.0,2.0,4.0
11,4.0,3.0,3.0,4.0,2.0,5.0
12,3.0,2.0,2.0,2.0,2.0,2.0
13,4.0,3.0,4.0,4.0,3.0,4.0
14,4.0,3.0,3.0,4.0,4.0,5.0
15,3.0,3.0,2.0,3.0,3.0,2.0
16,3.5,3.0,2.5,3.0,3.0,2.5
17,3.0,3.0,2.0,3.0,2.0,2.0
18,3.0,2.0,2.0,3.0,2.0,2.0
19,3.0,2.0,2.0,3.0,3.0,2.0
20,4.0,3.0,4.0,4.0,2.0,4.0
21,3.5,3.0,2.5,4.0,2.5,2.0
22,4.0,3.0,3.0,4.0,2.0,3.0
23,4.0,3.0,4.0,4.0,2.0,4.0
24,4.0,3.0,3.0,4.0,2.0,4.0
25,4.0,2.0,3.0,4.0,3.0,2.0
26,4.0,3.0,3.0,4.0,3.0,2.0
27,4.0,3.0,3.0,4.0,3.0,2.0
28,4.0,3.0,4.0,4.0,4.0,4.0
29,4.0,3.5,3.0,4.0,3.0,4.0
30,5.0,4.0,4.0,4.0,3.0,5.0
31,4.0,3.0,3.0,4.0,2.0,3.0
32,4.5,4.0,4.5,4.5,3.5,4.5
33,4.5,4.0,4.0,4.5,3.0,5.0
34,4.0,4.0,4.0,4.0,3.0,4.0
35,2.5,3.5,4.0,3.5,3.0,2.5
36,4.0,3.0,4.0,4.0,4.0,3.0
37,4.0,3.0,3.0,3.0,2.0,4.0
38,4.0,3.0,3.0,4.0,2.0,5.0
39,4.0,3.0,4.0,4.0,3.0,5.0
40,4.0,3.0,3.0,3.0,2.0,5.0
41,3.5,3.0,2.5,3.5,4.0,3.0
42,4.0,3.0,3.0,4.0,4.0,5.0
43,4.0,2.0,3.0,2.0,3.0,2.0
44,4.0,3.0,3.0,4.0,2.0,4.0
45,4.0,3.0,4.0,4.0,3.0,5.0
46,4.5,4.0,4.0,4.0,3.0,5.0
47,4.0,3.0,4.0,4.0,3.0,5.0
48,4.0,3.0,4.0,3.0,2.0,4.0
49,4.0,3.0,4.0,4.0,2.0,5.0
50,4.0,3.0,4.0,4.0,4.0,4.0
51,4.0,4.0,4.0,4.0,3.0,4.0
52,4.0,3.0,4.0,3.0,4.0,4.0
53,4.0,3.0,3.0,3.0,3.0,2.0
54,4.0,4.0,4.0,5.0,4.0,4.0
55,3.0,3.0,3.0,3.0,2.0,2.0
56,4.0,3.0,3.0,4.0,2.0,4.0
57,4.5,3.5,4.5,3.5,2.5,2.5
58,4.0,3.0,3.0,3.0,2.0,3.0
59,4.0,3.0,4.0,4.0,2.0,4.0
60,4.2,4.0,4.5,4.0,3.5,4.5
61,4.0,3.0,3.0,4.0,2.0,4.0
62,2.0,4.0,3.0,4.0,2.0,2.0
63,4.0,4.0,3.0,4.0,3.0,4.0
64,3.0,3.0,2.0,3.0,2.0,2.0
65,4.5,4.0,4.0,4.0,3.0,4.5
66,4.0,3.0,3.0,3.0,2.0,4.0
67,4.0,3.0,3.0,2.0,2.0,3.0
68,4.0,3.0,3.0,4.0,2.0,5.0
69,4.5,4.0,4.0,4.0,3.0,5.0
70,4.0,3.0,3.0,4.0,3.0,4.0
71,4.0,3.0,4.0,4.0,3.0,4.0
72,2.0,3.0,2.0,3.0,2.0,2.0
73,4.5,4.0,4.0,4.5,4.0,4.5
74,3.5,4.0,3.5,4.5,4.0,4.0
