,premise_id,premise,text,ckpt,story_id
0,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,"<|end_of_text|><|start_of_text|>
        The Last Gleam of Daylight

        In the heart of an ancient city, shrouded in the perpetual twilight, there stood an old mansion. Within its walls, nestled among cobwebs and dust, was the lair of a centuries-old vampire named Viktor. His eyes, a deep, almost glowing crimson, had witnessed countless centuries pass. He was a creature of the night, bound to the shadows and the darkness.

        For centuries, he had lived in his self-imposed exile, avoiding the light of the sun as it scorched and dried the very earth beneath his feet. But one evening, as he prowled through the dimly lit halls of his mansion, his eyes were drawn to something strange. It was a gleaming console, its screen flickering with the promise of adventure and excitement.

        Viktor hesitated for a moment, his mind a whirlwind of memories and regrets. Then, with a sense of defiance, he stepped closer and plunged his fingers into the warm glow of the screen. The game's title, ""Radiant Dawn,"" immediately captivated him. As he delved deeper into the world of the game, he found himself enthralled by the character who could stroll through fields of golden wheat under the bright sun.

        For the first time in centuries, Viktor felt a glimmer of joy, a fleeting warmth in his heart. He was walking through fields of wheat, feeling the warmth of the sun on his skin, the breeze carrying the scent of grass and wildflowers. It was as close to experiencing daylight again as he would ever get.

        Days turned into weeks, and Viktor found himself spending more and more time within the virtual world of Radiant Dawn. The game's creator, a mere mortal, had inadvertently given Viktor a glimpse of what he had longed for but never experienced—the beauty and tranquility of sunlight",/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-50,0
1,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,15006857000480653022620430000004565664000106000258410200011150028410020001115003801002000111500580100200011150084010020001115001100100200011150013801002000111500160010020001115002040100200011150022801002000111500258010020001115002920100200011150034801002000111500384010020001115004320100200011150051201002000111500632010020001115007920100200011150088401002000111500104401002000111500116001002000111500136001002000111500156001002000111500180001002000111500200001002000111500212001002000111500224001002000111500256001002000111500276001002000111500316001002000111500340001002000111500384001002000111500,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-100,1
2,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,21565600000544850002040002280001580000515000228000042000043000040000012000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-150,2
3,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,25000000000000000267502000400278005000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-200,3
4,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,25500805605502400226480306402000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-250,4
5,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,15085005050000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-300,5
6,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,15405000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-350,6
7,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,46000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-400,7
8,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,60000000050000500005000015000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-450,8
9,0,A centuries old vampire gets really into video games because playing a character who can walk around in the sun is the closest thing they have to experiencing the day again in centuries.,20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,/data2/yihewang/psychdepth_v2/LLaMA-Factory/saves/qwen2.5-7b/lora/gsm8k_shuffled/checkpoint-500,9
