story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,4.0,4.0,3.0,5.0
1,4.0,3.0,3.0,4.0,3.0,4.0
2,4.0,3.0,4.0,4.0,3.0,4.0
3,4.0,3.0,3.0,4.0,3.0,4.0
4,4.0,3.0,4.0,4.0,4.0,4.0
5,3.0,3.0,4.0,4.0,3.0,4.0
6,4.0,3.0,4.0,3.0,3.0,4.0
7,4.0,3.0,3.0,3.0,3.0,4.0
8,4.0,3.0,3.0,4.0,3.0,4.0
9,4.0,3.0,3.0,4.0,3.0,4.0
10,4.0,3.0,4.0,3.0,4.0,4.0
11,4.0,3.0,4.0,4.0,4.0,4.0
12,4.0,3.0,4.0,3.0,4.0,2.0
13,4.5,4.5,4.5,4.0,4.5,4.5
14,4.0,3.0,4.0,3.0,3.0,4.0
15,4.0,2.0,3.0,1.0,2.0,1.0
16,4.0,3.0,3.0,3.0,4.0,4.0
17,4.0,3.0,3.0,3.0,3.0,4.0
18,4.0,3.0,3.0,4.0,4.0,2.0
19,2.0,3.0,3.0,3.0,4.0,1.0
20,4.0,3.0,3.0,4.0,4.0,4.0
21,4.0,3.0,3.0,4.0,2.0,5.0
22,3.0,3.0,3.0,3.0,2.0,3.0
23,2.0,3.0,3.0,3.0,2.0,2.0
24,4.0,3.0,4.0,4.0,3.0,5.0
25,4.0,3.0,3.0,3.0,3.0,4.0
26,4.0,3.0,3.0,4.0,2.0,5.0
27,3.5,3.5,3.0,4.0,2.5,4.0
28,4.0,3.0,3.0,4.0,2.0,4.0
29,4.0,3.0,4.0,4.0,2.0,4.0
30,4.0,3.0,2.0,4.0,3.0,2.0
31,4.0,3.0,2.0,3.0,4.0,5.0
32,4.0,2.0,2.0,3.0,4.0,1.0
33,3.5,3.0,2.5,3.0,3.0,2.5
34,4.0,2.0,3.0,1.0,2.0,1.0
35,4.0,3.0,3.0,4.0,4.0,5.0
36,3.0,2.0,2.0,3.0,2.0,2.0
37,3.0,2.0,2.0,3.0,3.0,2.0
38,4.0,2.0,3.0,1.0,2.0,1.0
39,2.0,2.0,2.0,3.0,2.0,2.0
40,3.0,2.0,2.0,4.0,2.0,3.0
41,4.0,2.0,3.0,4.0,3.0,4.0
42,3.0,2.0,2.0,4.0,3.0,2.0
43,4.0,3.0,3.0,4.0,3.0,4.0
44,2.0,2.0,2.0,3.0,2.0,2.0
45,2.0,2.0,3.0,3.0,2.0,2.0
46,3.5,3.0,3.5,4.0,3.0,4.0
47,4.0,3.0,2.0,4.0,2.0,3.0
48,2.0,3.0,2.0,3.0,2.0,3.0
49,4.0,3.0,3.0,4.0,2.0,3.0
50,4.0,3.0,3.0,4.0,3.0,3.0
51,4.5,4.0,4.5,4.5,4.5,4.5
52,4.0,3.0,4.0,4.0,3.0,4.0
53,4.0,3.0,4.0,4.0,4.0,5.0
