story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.5,4.0,4.5,4.0,4.5,5.0
1,4.0,3.0,3.0,4.0,3.0,5.0
2,4.0,3.0,3.0,4.0,3.0,4.0
3,4.0,3.0,3.0,4.0,3.0,4.0
4,4.0,3.0,4.0,3.0,3.0,4.0
5,4.5,4.0,4.5,4.0,4.5,4.5
6,4.0,3.0,3.0,4.0,3.0,4.0
7,4.0,3.0,4.0,3.0,3.0,4.0
8,4.0,3.0,3.0,4.0,3.0,5.0
9,4.0,3.0,3.0,4.0,3.0,4.0
10,4.0,3.0,4.0,4.0,4.0,3.0
11,2.0,3.0,3.0,3.0,4.0,2.0
12,4.5,4.0,4.0,4.0,4.0,3.0
13,4.0,3.0,3.0,4.0,2.0,2.0
14,4.0,5.0,4.0,4.0,3.0,5.0
15,4.0,5.0,5.0,4.0,3.0,4.0
16,4.0,3.0,4.0,4.0,5.0,4.0
17,4.0,3.0,4.0,4.0,4.0,3.0
18,4.0,3.0,4.0,4.0,4.0,5.0
19,4.5,4.5,4.5,4.0,4.5,4.5
20,4.0,3.0,3.0,4.0,3.0,4.0
21,2.0,2.0,2.0,2.0,2.0,1.0
22,3.5,3.0,3.0,4.0,2.5,3.0
23,4.0,2.0,3.0,3.0,2.0,2.0
24,4.0,3.0,3.0,4.0,2.0,4.0
25,4.5,4.5,4.5,4.5,3.5,5.0
26,3.5,3.0,3.5,4.0,3.0,3.5
27,4.0,3.0,4.0,4.0,2.0,5.0
28,2.5,3.0,3.0,3.5,2.5,2.5
29,4.0,3.0,3.0,4.0,2.0,4.0
30,2.0,3.0,2.0,3.0,4.0,4.0
31,4.0,2.0,2.0,3.0,5.0,4.0
32,2.5,3.5,2.5,3.0,2.5,2.0
33,2.0,3.0,2.0,3.0,4.0,2.0
34,3.5,3.5,3.0,4.0,4.0,4.0
35,2.0,3.0,2.0,4.0,4.0,2.0
36,2.0,2.0,1.0,3.0,4.0,4.0
37,4.0,3.0,2.0,3.0,3.0,2.0
38,3.0,3.0,2.0,3.0,3.0,4.0
39,4.0,3.0,2.0,4.0,4.0,1.0
40,4.0,3.0,3.0,4.0,2.0,4.0
41,4.0,3.0,3.0,4.0,2.0,3.0
42,4.0,3.0,4.0,4.0,2.0,4.0
43,4.0,3.0,3.0,3.0,2.0,2.0
44,4.0,3.0,3.0,4.0,2.0,2.0
45,3.5,3.5,3.0,4.0,3.0,4.0
46,4.0,3.0,4.0,5.0,2.0,4.0
47,4.0,5.0,5.0,5.0,4.0,5.0
48,4.0,3.0,3.0,4.0,2.0,5.0
49,4.0,3.0,3.0,4.0,2.0,4.0
50,4.0,3.0,3.0,4.0,3.0,4.0
51,4.0,3.0,3.0,4.0,3.0,4.0
52,4.0,3.0,3.0,4.0,3.0,4.0
53,4.0,3.0,3.0,4.0,3.0,2.0
54,4.0,3.0,4.0,4.0,3.0,4.0
55,4.0,3.0,3.0,4.0,3.0,4.0
56,4.0,3.0,3.0,4.0,3.0,4.0
57,4.0,3.0,3.0,3.0,3.0,3.0
58,4.0,3.0,3.0,4.0,4.0,4.0
59,4.0,3.0,4.0,3.0,2.0,3.0
60,4.5,4.0,4.5,4.5,3.5,4.5
61,4.0,5.0,4.0,4.0,3.0,5.0
62,4.5,4.5,4.5,4.0,4.0,4.5
63,4.5,4.0,4.0,4.5,3.5,4.5
64,4.0,3.0,3.0,3.0,2.0,3.0
65,4.0,3.0,4.0,4.0,3.0,4.0
66,4.5,4.0,4.5,4.5,4.0,5.0
67,4.5,4.5,4.0,4.5,3.5,4.5
68,4.0,3.0,3.0,4.0,2.0,5.0
69,4.0,3.0,3.0,4.0,2.0,4.0
70,1.0,2.0,2.0,3.0,2.0,1.0
71,4.0,3.0,3.0,3.0,2.0,2.0
72,4.0,3.0,4.0,4.0,4.0,4.0
73,2.0,3.0,2.0,3.0,2.0,1.0
74,4.0,2.0,3.0,4.0,3.0,5.0
75,4.5,3.5,4.0,3.0,4.0,3.5
76,4.0,3.0,3.0,4.0,4.0,4.0
77,4.0,3.0,4.0,4.0,3.0,2.0
