story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.5,4.5,4.5,4.5,4.5,4.5
1,4.0,3.0,4.0,4.0,3.0,4.0
2,4.5,4.5,4.0,4.0,3.5,4.5
3,4.0,3.0,4.0,4.0,3.0,4.0
4,4.0,3.0,3.0,4.0,3.0,4.0
5,4.0,3.0,4.0,3.0,3.0,4.0
6,4.0,3.0,4.0,4.0,3.0,4.0
7,4.0,3.0,3.0,3.0,3.0,4.0
8,4.0,3.0,3.0,4.0,3.0,4.0
9,4.0,3.0,4.0,4.0,3.0,5.0
10,4.0,3.0,3.0,2.0,4.0,4.0
11,4.0,3.0,3.0,4.0,3.0,4.0
12,4.0,3.0,3.0,4.0,5.0,4.0
13,4.5,4.0,4.0,4.0,4.5,5.0
14,4.0,4.0,4.0,4.0,4.0,4.0
15,4.0,3.0,3.0,4.0,3.0,3.0
16,4.0,5.0,4.0,4.0,5.0,3.0
17,4.0,3.5,3.5,3.0,3.0,2.5
18,4.0,3.0,4.0,4.0,3.0,3.0
19,4.0,4.0,4.0,3.5,4.0,4.0
20,4.0,3.0,3.0,4.0,2.0,2.0
21,4.0,3.0,4.0,4.0,2.0,5.0
22,3.5,3.5,3.0,4.0,2.5,2.5
23,4.0,3.0,4.0,4.0,3.0,5.0
24,4.2,3.8,4.0,4.5,3.5,4.3
25,4.0,2.0,3.0,4.0,2.0,3.0
26,4.0,3.5,4.0,4.0,3.5,4.5
27,4.0,3.0,3.0,3.0,2.0,2.0
28,4.0,3.0,3.0,4.0,3.0,5.0
29,4.0,3.0,3.0,4.0,2.0,4.0
30,3.5,3.0,2.5,3.0,3.5,2.0
31,4.0,3.0,2.0,3.0,4.0,2.0
32,4.0,3.0,3.0,4.0,5.0,2.0
33,2.0,3.0,2.0,3.0,4.0,1.0
34,4.0,2.0,3.0,1.0,2.0,1.0
35,4.0,2.0,3.0,4.0,5.0,2.0
36,2.0,2.0,2.0,3.0,4.0,4.0
37,3.0,2.0,2.0,3.0,4.0,2.0
38,4.0,2.0,3.0,1.0,5.0,1.0
39,2.0,2.0,2.0,3.0,4.0,1.0
40,4.0,3.0,3.0,4.0,2.0,4.0
41,3.0,3.0,3.0,4.0,2.0,2.0
42,4.0,3.0,3.0,4.0,2.0,3.0
43,4.0,3.0,3.0,4.0,2.0,3.0
44,4.0,3.0,2.0,4.0,2.0,4.0
45,4.0,3.0,3.0,4.0,3.0,3.0
46,4.0,3.0,3.0,4.0,3.0,5.0
47,3.0,3.0,3.0,4.0,2.0,4.0
48,2.0,2.0,2.0,3.0,2.0,1.0
49,4.0,3.0,3.0,4.0,3.0,4.0
50,4.0,3.0,3.0,4.0,4.0,4.0
51,4.0,3.0,3.0,4.0,3.0,3.0
52,4.0,3.0,4.0,3.0,3.0,3.0
53,4.0,3.0,4.0,4.0,4.0,5.0
54,4.5,4.5,4.5,4.5,4.5,4.5
55,4.0,3.0,3.0,4.0,3.0,4.0
56,4.0,3.0,4.0,3.0,3.0,4.0
57,4.0,3.0,3.0,4.0,3.0,5.0
58,4.0,3.0,4.0,3.0,3.0,2.0
59,4.0,3.0,3.0,4.0,4.0,3.0
60,4.5,4.0,4.0,4.0,3.0,5.0
61,4.0,3.0,3.0,4.0,3.0,4.0
62,4.5,4.0,4.5,4.0,3.5,4.5
63,4.0,3.0,4.0,4.0,2.0,5.0
64,4.0,3.0,4.0,4.0,2.0,4.0
65,4.0,3.0,3.0,4.0,2.0,5.0
66,4.0,3.0,3.0,4.0,2.0,4.0
67,4.5,4.0,4.0,4.5,3.0,4.5
68,4.0,4.0,4.0,5.0,3.0,5.0
69,4.5,4.0,4.0,4.5,3.5,4.5
70,4.0,3.0,4.0,4.0,4.0,5.0
71,4.0,3.0,4.0,3.0,3.0,4.0
72,4.0,3.0,4.0,4.0,3.0,2.0
73,2.5,2.5,2.5,3.5,3.5,2.5
74,4.0,3.0,4.0,4.0,4.0,4.0
75,3.5,2.5,3.0,3.0,2.5,3.0
76,4.0,3.0,4.0,4.0,3.0,4.0
77,4.0,3.0,4.0,4.0,3.0,3.0
78,2.0,2.0,2.0,3.0,2.0,2.0
79,2.0,3.0,2.0,3.0,2.0,2.0
80,4.5,4.0,4.0,4.0,3.5,4.5
81,4.0,3.5,4.0,3.5,3.0,4.5
82,4.0,3.0,3.0,4.0,3.0,4.0
83,4.0,3.0,3.0,3.0,2.0,2.0
84,4.0,3.0,4.0,3.0,2.0,4.0
85,4.0,2.0,3.0,3.0,4.0,5.0
86,4.0,3.0,4.0,3.0,3.0,4.0
87,4.0,3.0,3.0,4.0,4.0,4.0
88,4.0,3.0,3.0,4.0,3.0,4.0
89,4.0,3.5,4.0,4.5,3.0,4.5
90,4.0,3.0,3.0,3.0,2.0,4.0
91,4.0,3.0,4.0,3.0,2.0,4.0
92,4.0,3.0,3.0,4.0,2.0,4.0
93,4.0,3.0,3.0,2.0,2.0,4.0
94,4.0,3.0,3.0,3.0,2.0,4.0
95,4.0,3.0,3.0,4.0,3.0,5.0
96,4.0,3.0,4.0,4.0,2.0,4.0
97,4.0,3.0,4.0,4.0,3.0,4.0
98,4.0,3.0,3.0,3.0,2.0,4.0
99,4.0,3.0,4.0,3.0,2.0,4.0
100,3.5,3.0,3.0,3.5,2.5,2.0
101,4.0,2.0,3.0,3.0,2.0,3.0
102,4.0,3.0,3.0,4.0,3.0,3.0
103,4.0,4.0,4.0,4.0,4.0,4.0
104,4.0,3.0,3.0,4.0,3.0,4.0
105,4.0,3.0,3.0,4.0,4.0,3.0
106,3.5,3.0,3.0,3.0,3.5,4.0
107,4.0,4.0,4.0,4.0,4.0,4.0
108,4.0,3.0,3.0,4.0,3.0,3.0
109,4.0,3.0,3.0,4.0,3.0,2.0
110,4.0,3.0,3.0,3.0,3.0,4.0
111,4.0,5.0,4.0,4.0,3.0,4.0
112,4.0,3.0,3.0,3.0,2.0,4.0
113,4.0,2.0,3.0,1.0,2.0,1.0
114,4.0,3.0,3.0,3.0,2.0,4.0
115,4.0,3.0,3.0,4.0,3.0,3.0
116,3.5,4.0,4.0,3.5,3.0,3.0
117,4.0,2.0,3.0,1.0,2.0,1.0
118,4.0,3.0,3.0,4.0,3.0,4.0
119,4.0,3.0,3.0,4.0,3.0,2.0
120,4.5,4.0,4.0,4.0,3.5,4.5
121,4.0,3.0,4.0,4.0,3.0,4.0
122,3.5,4.5,3.0,4.0,2.5,3.0
123,3.5,3.0,3.5,4.0,2.5,3.0
124,3.5,4.5,3.5,4.5,3.5,3.5
125,4.0,3.0,3.0,4.0,2.0,5.0
126,4.0,3.0,3.0,4.0,3.0,3.0
127,4.0,3.0,3.0,4.0,2.0,4.0
128,4.0,3.0,3.0,4.0,3.0,4.0
129,2.0,3.0,2.0,4.0,2.0,2.0
130,4.0,3.0,3.0,4.0,3.0,4.0
131,4.0,3.0,3.0,4.0,2.0,4.0
132,4.0,3.0,3.0,3.0,2.0,3.0
133,4.0,3.0,3.0,4.0,2.0,4.0
134,4.0,3.0,4.0,4.0,3.0,5.0
135,4.0,3.0,3.0,4.0,2.0,4.0
136,4.0,3.0,3.0,3.0,2.0,4.0
137,4.0,3.0,4.0,3.0,3.0,4.0
138,4.0,3.0,3.0,4.0,2.0,5.0
139,4.0,3.0,3.0,3.0,2.0,4.0
140,4.0,3.5,4.0,4.0,4.0,4.0
141,4.0,3.0,3.0,4.0,3.0,4.0
142,4.0,3.0,3.0,4.0,3.0,4.0
143,4.0,4.0,4.0,4.0,4.0,4.0
144,4.0,2.0,3.0,1.0,2.0,1.0
145,4.0,3.0,3.0,4.0,3.0,4.0
146,4.5,4.0,4.0,4.5,4.0,4.5
147,4.0,4.0,4.0,5.0,4.0,5.0
148,4.0,4.0,4.0,4.0,4.0,4.0
149,4.0,4.0,4.0,4.0,3.0,4.0
150,4.0,3.0,3.0,3.0,2.0,4.0
151,4.5,4.0,4.0,4.0,4.0,3.0
152,4.0,4.0,4.0,4.0,3.0,4.0
153,4.0,3.0,4.0,3.0,3.0,2.0
154,4.5,4.0,4.5,4.0,4.0,5.0
155,4.5,4.5,4.5,4.5,4.5,5.0
156,4.0,3.0,4.0,4.0,3.0,5.0
157,4.0,3.0,3.0,3.0,3.0,4.0
158,4.0,3.0,3.0,3.0,2.0,4.0
159,4.0,3.0,3.0,3.0,2.0,4.0
160,4.0,3.0,3.0,4.0,3.0,3.0
161,4.0,3.0,3.0,4.0,4.0,5.0
162,4.0,3.0,3.0,4.0,3.0,4.0
163,4.0,3.0,3.0,4.0,3.0,3.0
164,4.0,3.0,3.0,4.0,2.0,5.0
165,4.0,3.0,3.0,4.0,3.0,5.0
166,4.0,3.0,3.0,4.0,4.0,4.0
167,4.0,3.0,3.0,4.0,3.0,4.0
168,4.0,3.0,3.0,4.0,3.0,4.0
169,4.0,3.0,3.0,4.0,4.0,5.0
170,4.0,3.0,3.0,3.0,4.0,2.0
171,4.5,4.0,4.0,4.0,4.5,4.5
172,4.0,3.0,3.0,3.0,5.0,2.0
173,4.5,4.5,4.5,4.5,5.0,4.5
174,4.0,3.0,3.0,4.0,5.0,2.0
175,4.0,3.0,3.0,4.0,5.0,2.0
176,4.5,4.5,4.5,4.5,5.0,4.5
177,4.0,3.0,3.0,4.0,5.0,2.0
178,4.0,4.0,4.0,4.0,5.0,3.0
179,4.0,3.0,4.0,3.0,5.0,4.0
180,4.0,3.0,3.0,4.0,4.0,4.0
181,4.0,3.0,3.0,4.0,3.0,4.0
182,4.0,3.0,3.0,4.0,4.0,4.0
183,3.5,3.0,3.0,4.0,2.5,3.0
184,3.5,3.0,2.5,4.0,3.0,3.0
185,4.0,3.0,3.0,4.0,2.0,4.0
186,4.0,3.0,3.0,4.0,3.0,4.0
187,4.0,3.0,3.0,4.0,2.0,4.0
188,4.0,3.0,4.0,3.0,3.0,5.0
189,4.5,4.0,4.0,4.5,4.0,5.0
190,4.5,4.0,4.0,4.0,3.5,4.0
191,4.5,4.0,4.0,4.0,4.0,5.0
192,4.0,4.0,4.0,4.0,4.0,4.0
193,4.0,3.0,3.0,4.0,3.0,4.0
194,4.0,3.0,3.0,4.0,3.0,4.0
195,4.0,3.0,3.0,3.0,3.0,4.0
196,4.0,3.0,3.0,4.0,3.0,4.0
197,4.0,3.0,3.0,4.0,3.0,4.0
198,4.5,4.5,4.5,4.5,4.0,5.0
199,4.0,3.0,3.0,4.0,3.0,4.0
