story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,4.0,4.0,3.0,5.0
1,4.0,3.0,4.0,3.0,3.0,5.0
2,4.5,4.0,4.0,4.0,4.0,4.0
3,4.0,3.0,4.0,4.0,3.0,5.0
4,5.0,5.0,5.0,4.0,4.0,5.0
5,4.0,3.0,3.0,4.0,3.0,4.0
6,4.0,3.0,4.0,4.0,3.0,4.0
7,4.0,3.0,3.0,4.0,3.0,4.0
8,4.5,4.5,4.5,4.5,4.5,4.5
9,4.0,3.0,3.0,3.0,3.0,4.0
10,4.0,3.0,4.0,3.0,5.0,2.0
11,4.5,4.0,4.0,4.0,4.5,5.0
12,4.0,3.0,3.0,3.0,3.0,5.0
13,4.0,3.0,3.0,4.0,4.0,3.0
14,4.0,3.0,3.0,4.0,4.0,2.0
15,4.0,3.0,4.0,4.0,3.0,4.0
16,4.0,4.0,3.5,4.0,4.0,4.5
17,4.5,4.0,4.0,4.0,4.0,4.0
18,4.0,3.0,3.0,4.0,3.0,4.0
19,4.5,4.0,4.5,4.5,4.0,4.5
20,4.0,3.0,3.0,4.0,3.0,4.0
21,4.0,3.0,3.0,4.0,2.0,4.0
22,2.0,3.0,3.0,4.0,2.0,2.0
23,3.5,3.0,3.0,3.5,3.5,4.0
24,4.0,3.0,3.0,4.0,2.0,2.0
25,3.5,3.0,3.5,3.5,3.0,4.5
26,2.0,3.0,3.0,4.0,2.0,2.0
27,3.5,3.0,3.5,4.0,4.0,4.0
28,4.0,3.0,4.0,4.0,3.0,4.0
29,4.0,3.0,3.0,4.0,3.0,4.0
30,4.0,3.0,2.0,4.0,3.0,2.0
31,3.5,3.5,3.0,3.5,4.0,3.0
32,4.0,3.0,2.0,4.0,5.0,2.0
33,2.0,2.0,2.0,3.0,3.0,2.0
34,4.0,2.0,3.0,3.0,4.0,2.0
35,2.0,3.0,2.0,4.0,3.0,2.0
36,2.5,3.0,2.5,3.0,4.0,2.0
37,3.5,3.0,2.5,3.0,2.5,2.0
38,2.0,2.0,2.0,3.0,4.0,1.0
39,3.5,3.0,2.5,4.0,4.5,2.0
40,4.5,4.0,4.0,4.5,3.0,4.5
41,3.5,3.0,2.5,4.0,3.5,2.0
42,2.0,3.0,2.0,4.0,2.0,2.0
43,4.0,3.0,4.0,4.0,3.0,3.0
44,4.0,3.0,3.0,4.0,3.0,4.0
45,4.5,4.0,4.0,4.0,3.5,4.5
46,3.5,3.0,2.5,4.0,3.5,4.0
47,4.0,3.0,3.0,4.0,2.0,4.0
48,4.0,3.0,4.0,4.0,2.0,4.0
49,3.0,3.0,2.0,4.0,2.0,4.0
50,4.0,2.0,3.0,2.0,2.0,2.0
51,4.0,3.0,3.0,3.0,3.0,4.0
52,4.5,4.0,4.0,4.0,4.0,4.5
53,4.0,3.0,3.0,4.0,3.0,4.0
54,4.0,3.0,3.0,4.0,4.0,5.0
55,4.0,3.0,3.0,4.0,3.0,4.0
56,4.0,3.0,4.0,4.0,3.0,2.0
57,4.0,3.0,4.0,4.0,4.0,3.0
58,4.0,3.0,3.0,3.0,3.0,4.0
59,4.0,3.0,3.0,4.0,3.0,4.0
60,5.0,5.0,5.0,5.0,3.0,5.0
61,4.0,4.0,3.0,4.0,2.0,4.0
62,4.5,4.0,4.0,4.5,3.5,4.5
63,4.0,3.0,3.0,4.0,2.0,4.0
64,4.5,4.5,4.5,4.5,4.5,5.0
65,4.5,4.0,4.5,4.0,3.5,4.5
66,4.5,4.0,4.5,4.0,3.5,4.5
67,4.5,4.0,4.0,4.5,3.5,4.5
68,4.5,5.0,5.0,4.5,4.0,5.0
69,4.0,5.0,4.0,4.0,3.0,5.0
70,4.0,2.0,3.0,4.0,2.0,4.0
71,3.0,2.0,3.0,3.0,3.0,3.0
72,3.5,3.0,3.5,3.0,4.0,2.5
73,4.0,3.0,4.0,5.0,4.0,5.0
74,4.0,3.0,4.0,4.0,3.0,4.0
75,4.0,2.0,3.0,2.0,2.0,3.0
76,4.0,3.0,4.0,4.0,4.0,2.0
77,2.0,2.0,2.0,2.0,2.0,1.0
78,4.0,3.0,4.0,3.0,3.0,3.0
79,3.5,3.0,3.0,4.0,3.5,3.0
80,4.0,3.0,3.0,4.0,4.0,4.0
81,4.0,3.0,2.0,3.0,2.0,2.0
82,4.0,3.0,3.0,3.0,2.0,4.0
83,4.0,3.0,3.0,4.0,3.0,4.0
84,3.5,3.0,3.0,3.5,3.0,4.0
85,4.0,3.0,4.0,3.0,3.0,4.0
86,4.0,3.0,3.0,2.0,2.0,2.0
87,4.0,2.0,3.0,1.0,2.0,1.0
88,4.0,2.0,3.0,3.0,2.0,4.0
89,4.0,3.0,3.0,4.0,2.0,3.0
90,4.0,3.0,4.0,4.0,3.0,5.0
91,4.0,3.0,3.0,2.0,3.0,4.0
92,4.0,3.0,3.0,4.0,2.0,4.0
93,4.0,3.0,4.0,4.0,3.0,4.0
94,5.0,5.0,5.0,5.0,4.0,5.0
95,4.0,3.0,3.0,4.0,2.0,5.0
96,4.0,3.0,4.0,3.0,3.0,5.0
97,5.0,5.0,5.0,5.0,4.0,5.0
98,4.5,4.5,4.5,4.5,4.0,5.0
99,4.0,3.0,4.0,4.0,3.0,4.0
100,3.5,3.0,3.0,3.5,3.0,4.0
101,3.5,3.0,3.0,3.5,3.0,3.0
102,4.0,3.0,3.0,4.0,3.0,4.0
103,4.0,3.0,4.0,4.0,5.0,3.0
104,4.0,3.0,3.0,3.0,2.0,2.0
105,4.0,3.0,3.0,4.0,4.0,4.0
106,3.5,3.5,3.0,4.0,3.0,4.0
107,4.0,3.0,3.0,4.0,4.0,4.0
108,4.0,3.0,3.0,4.0,3.0,5.0
109,3.5,3.5,3.0,3.5,3.0,4.0
110,4.0,3.5,4.0,4.0,3.5,3.0
111,4.0,5.0,4.0,3.0,3.0,4.0
112,4.0,3.0,3.0,3.0,3.0,3.0
113,4.2,4.0,4.1,4.3,3.8,3.9
114,4.0,4.0,4.0,4.0,3.0,3.0
115,4.0,3.0,3.0,4.0,3.0,4.0
116,4.0,3.0,3.0,4.0,2.0,4.0
117,4.0,3.0,3.0,4.0,3.0,4.0
118,4.0,3.0,3.0,4.0,3.0,2.0
119,4.0,3.0,4.0,3.0,3.0,4.0
120,4.0,3.0,3.0,4.0,2.0,5.0
121,4.0,3.0,3.0,2.0,2.0,3.0
122,4.5,4.0,4.0,4.0,3.5,4.5
123,3.0,3.0,3.0,4.0,2.0,4.0
124,3.0,4.0,3.0,4.0,2.0,4.0
125,4.0,3.0,3.0,4.0,2.0,5.0
126,4.0,2.0,3.0,1.0,2.0,1.0
127,4.5,4.0,4.0,3.5,4.0,4.5
128,3.0,4.0,3.0,4.0,2.0,2.0
129,4.0,3.0,3.0,4.0,2.0,4.0
130,4.0,3.0,3.0,3.0,2.0,4.0
131,4.0,3.0,3.0,4.0,3.0,4.0
132,4.0,2.0,3.0,4.0,2.0,3.0
133,4.0,3.0,3.0,3.0,3.0,4.0
134,4.5,3.5,4.0,4.0,2.5,4.5
135,4.0,3.0,3.0,4.0,2.0,4.0
136,4.2,4.5,4.0,4.3,3.8,4.7
137,4.0,3.0,3.0,4.0,3.0,4.0
138,3.5,3.0,3.5,3.0,2.5,4.0
139,4.0,3.0,3.0,4.0,3.0,4.0
140,4.0,4.0,4.0,4.0,4.0,4.0
141,3.5,3.0,3.5,4.0,3.5,4.0
142,4.0,3.5,4.0,4.0,3.5,5.0
143,4.2,4.0,4.5,4.3,4.1,4.6
144,4.0,3.0,3.0,4.0,3.0,4.0
145,4.0,4.0,4.0,4.0,4.0,4.0
146,4.0,4.0,4.0,5.0,4.0,5.0
147,4.0,2.0,3.0,4.0,3.0,4.0
148,4.0,3.0,3.0,4.0,3.0,4.0
149,4.0,3.0,3.0,3.0,3.0,4.0
150,4.0,3.0,4.0,4.0,4.0,5.0
151,3.5,3.5,3.5,3.5,3.5,3.5
152,4.0,3.0,4.0,3.0,3.0,4.0
153,4.0,4.0,4.0,4.0,3.0,4.0
154,4.0,3.0,4.0,4.0,4.0,5.0
155,4.5,4.5,4.5,4.5,4.5,4.5
156,4.0,3.0,3.0,4.0,4.0,5.0
157,4.0,5.0,4.0,4.0,4.0,5.0
158,4.0,3.0,4.0,3.0,3.0,4.0
159,4.0,3.0,3.0,3.0,2.0,2.0
160,4.0,3.0,3.0,4.0,3.0,3.0
161,4.0,3.0,3.0,4.0,3.0,4.0
162,4.0,3.0,3.0,4.0,4.0,4.0
163,4.0,3.0,3.0,4.0,4.0,4.0
164,4.0,2.0,3.0,1.0,2.0,1.0
165,4.0,3.0,3.0,3.0,3.0,4.0
166,4.0,3.0,3.0,4.0,2.0,5.0
167,4.0,3.0,3.0,3.0,4.0,4.0
168,4.0,3.0,3.0,4.0,3.0,4.0
169,4.0,3.0,3.0,4.0,4.0,5.0
170,4.0,3.0,3.0,4.0,5.0,5.0
