story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,3.0,4.0,3.0,4.0
1,4.0,3.0,3.0,4.0,3.0,4.0
2,4.5,4.0,4.0,4.5,4.0,5.0
3,4.0,3.0,3.0,4.0,3.0,4.0
4,4.0,3.0,4.0,3.0,3.0,4.0
5,4.0,3.0,3.0,4.0,3.0,4.0
6,4.0,3.0,4.0,3.0,2.0,5.0
7,4.0,4.0,4.0,4.0,3.0,4.0
8,4.0,3.0,3.0,4.0,3.0,4.0
9,4.0,3.0,3.0,4.0,3.0,5.0
10,4.0,3.0,4.0,3.0,3.0,4.0
11,4.0,3.0,3.0,4.0,4.0,3.0
12,2.0,3.0,2.0,3.0,3.0,2.0
13,4.0,3.0,3.0,2.0,3.0,2.0
14,4.0,3.0,3.0,4.0,3.0,4.0
15,4.0,3.0,3.0,4.0,4.0,3.0
16,4.0,3.0,3.0,4.0,4.0,5.0
17,4.0,5.0,4.0,4.0,5.0,3.0
18,4.0,3.0,4.0,4.0,5.0,2.0
19,4.0,3.0,4.0,3.0,4.0,2.0
20,4.0,3.0,4.0,4.0,3.0,5.0
21,4.0,3.0,4.0,4.0,2.0,5.0
22,4.0,3.0,3.0,4.0,3.0,5.0
23,4.0,3.0,4.0,4.0,3.0,3.0
24,4.0,3.0,3.0,4.0,2.0,5.0
25,4.0,3.0,4.0,4.0,3.0,5.0
26,4.5,4.0,4.5,4.0,3.5,4.5
27,4.0,4.0,4.0,4.0,3.0,5.0
28,4.0,3.0,3.0,3.0,2.0,4.0
29,4.5,4.5,4.5,4.5,3.5,4.0
30,4.0,3.0,2.0,4.0,4.0,1.0
31,3.5,4.0,3.0,4.5,4.0,5.0
32,2.0,3.0,2.0,3.0,2.0,3.0
33,2.0,2.0,2.0,3.0,4.0,1.0
34,3.5,4.5,2.5,4.0,4.5,2.0
35,2.0,3.0,2.0,3.0,2.0,2.0
36,4.0,2.0,3.0,4.0,4.0,3.0
37,3.0,3.0,3.0,4.0,3.0,2.0
38,2.0,2.0,2.0,3.0,4.0,1.0
39,2.0,3.0,2.0,3.0,4.0,1.0
40,4.0,4.0,3.0,4.0,2.0,4.0
41,4.0,3.0,3.0,4.0,2.0,2.0
42,4.0,2.0,3.0,3.0,2.0,2.0
43,2.0,3.0,3.0,2.0,2.0,2.0
44,2.0,3.0,2.0,3.0,2.0,2.0
45,3.0,4.0,3.0,4.0,3.0,5.0
46,4.0,2.0,3.0,4.0,2.0,4.0
47,3.0,3.0,4.0,4.0,2.0,2.0
48,3.0,4.0,3.0,4.0,2.0,3.0
49,2.0,3.0,2.0,4.0,3.0,2.0
50,4.0,2.0,3.0,2.0,2.0,2.0
51,5.0,4.0,5.0,5.0,5.0,5.0
52,4.0,3.0,3.0,4.0,4.0,5.0
53,4.0,3.0,3.0,4.0,3.0,4.0
54,4.0,3.0,3.0,3.0,3.0,4.0
55,4.0,3.0,3.0,4.0,3.0,4.0
56,4.0,3.0,3.0,4.0,3.0,4.0
57,4.0,3.0,3.0,4.0,3.0,2.0
58,4.0,3.0,3.0,4.0,3.0,4.0
59,3.5,3.0,3.5,3.0,2.5,2.5
60,4.0,5.0,4.0,3.0,2.0,5.0
61,5.0,5.0,5.0,5.0,3.0,5.0
62,4.5,4.0,4.5,4.0,3.5,4.5
63,4.5,4.0,4.0,4.5,4.0,4.5
64,4.0,3.0,3.0,3.0,2.0,3.0
65,4.0,4.0,3.0,4.0,3.0,4.0
66,4.0,3.0,3.0,4.0,2.0,5.0
67,4.5,4.5,4.5,4.5,4.0,4.5
68,4.5,4.5,4.0,4.5,4.0,5.0
69,4.5,4.5,4.5,4.0,3.5,4.5
70,2.0,3.0,4.0,3.0,2.0,2.0
71,4.2,3.8,4.5,4.0,3.2,3.5
72,3.0,3.0,3.0,4.0,3.0,3.0
73,4.0,3.0,4.0,4.0,3.0,5.0
74,4.0,3.0,4.0,4.0,2.0,2.0
75,3.5,3.0,4.0,4.0,3.0,2.0
76,3.5,3.0,3.5,3.5,3.0,4.0
77,4.0,3.0,4.0,4.0,4.0,2.0
78,2.0,2.0,2.0,3.0,2.0,2.0
79,4.0,2.0,3.0,2.0,1.0,1.0
80,4.0,3.0,3.0,4.0,3.0,4.0
81,4.5,4.0,4.0,4.5,3.5,4.5
82,4.0,3.0,3.0,4.0,3.0,5.0
83,4.5,4.0,4.0,4.0,3.0,4.0
84,3.0,2.5,3.0,4.0,4.0,3.0
85,4.0,3.0,3.0,2.0,2.0,2.0
86,4.0,3.0,4.0,4.0,3.0,4.0
87,4.0,3.0,3.0,4.0,3.0,4.0
88,3.0,3.0,3.0,3.0,2.0,4.0
89,3.0,3.0,3.0,3.0,2.0,3.0
90,4.0,3.0,4.0,4.0,3.0,4.0
91,4.0,3.0,4.0,4.0,4.0,5.0
92,4.0,3.0,4.0,4.0,2.0,4.0
93,4.0,2.0,3.0,2.0,1.0,5.0
94,5.0,5.0,5.0,5.0,4.0,5.0
95,5.0,5.0,5.0,5.0,5.0,5.0
96,4.0,3.0,3.0,4.0,2.0,4.0
97,5.0,4.0,4.0,5.0,3.0,5.0
98,4.0,3.0,3.0,4.0,4.0,4.0
99,4.0,3.0,4.0,3.0,3.0,4.0
100,4.0,5.0,4.0,4.0,4.0,5.0
101,4.0,3.0,4.0,4.0,3.0,5.0
102,4.0,3.0,3.0,4.0,3.0,4.0
103,4.5,4.5,4.5,4.0,4.5,4.5
104,4.0,3.0,3.0,4.0,3.0,4.0
105,4.0,2.0,3.0,4.0,5.0,4.0
106,3.5,3.5,3.0,3.5,3.0,4.0
107,4.5,4.5,4.5,4.5,4.5,4.5
108,4.0,3.0,3.0,3.0,2.0,4.0
109,4.0,3.0,3.0,4.0,3.0,4.0
110,4.0,2.0,3.0,1.0,2.0,1.0
111,4.0,3.0,3.0,4.0,2.0,4.0
112,4.0,3.0,4.0,3.0,3.0,4.0
113,4.5,4.5,4.5,4.0,4.5,4.5
114,4.0,3.0,3.0,3.0,2.0,2.0
115,4.0,2.0,3.0,4.0,2.0,2.0
116,4.5,4.5,4.0,4.0,3.5,4.5
117,4.0,3.0,3.0,4.0,2.0,2.0
118,4.0,3.0,3.0,4.0,3.0,4.0
119,4.0,3.0,3.0,3.0,2.0,4.0
120,4.5,4.0,4.0,4.0,3.0,5.0
121,4.0,3.0,3.0,4.0,3.0,4.0
122,4.0,3.0,3.0,4.0,3.0,4.0
123,4.0,3.0,3.0,4.0,3.0,4.0
124,4.0,4.0,4.0,4.0,3.0,5.0
125,4.0,3.0,3.0,4.0,3.0,4.0
126,4.0,3.0,3.0,3.0,2.0,4.0
127,4.0,4.0,3.5,4.0,3.5,4.0
128,3.5,4.0,3.5,4.0,3.0,4.0
129,4.0,3.0,3.0,3.0,2.0,4.0
130,4.0,2.0,3.0,3.0,2.0,4.0
131,4.0,3.0,3.0,4.0,2.0,4.0
132,4.0,3.0,3.0,4.0,4.0,5.0
133,4.0,3.0,4.0,3.0,4.0,5.0
134,4.0,3.0,4.0,4.0,3.0,5.0
135,4.0,3.0,3.0,4.0,3.0,5.0
136,4.0,3.0,4.0,4.0,4.0,5.0
137,4.0,3.0,4.0,3.0,2.0,4.0
138,4.0,3.0,3.0,3.0,2.0,3.0
139,4.0,3.0,3.0,2.0,2.0,4.0
140,4.0,4.0,4.0,4.0,4.0,5.0
141,4.0,3.0,3.0,4.0,4.0,4.0
