story_id,authenticity_score,emotion_provoking_score,empathy_score,engagement_score,narrative_complexity_score,human_likeness_score
0,4.0,3.0,3.0,4.0,3.0,5.0
1,4.0,3.0,3.0,4.0,4.0,5.0
2,4.0,3.0,3.0,4.0,3.0,4.0
3,4.0,3.0,3.0,4.0,3.0,4.0
4,4.0,4.0,4.0,4.0,3.0,4.0
5,4.0,3.0,4.0,4.0,3.0,4.0
6,4.0,3.0,4.0,4.0,3.0,5.0
7,4.0,3.0,4.0,4.0,3.0,4.0
8,4.5,4.5,4.5,4.0,4.0,5.0
9,4.0,3.0,3.0,3.0,4.0,4.0
10,4.0,3.0,4.0,4.0,4.0,5.0
11,4.5,4.0,4.0,4.5,4.5,3.0
12,4.0,3.0,3.0,4.0,4.0,4.0
13,4.0,4.0,4.0,4.0,4.0,3.0
14,4.0,3.0,3.0,4.0,4.0,4.0
15,4.0,3.0,4.0,4.0,3.0,2.0
16,4.0,2.0,3.0,1.0,2.0,1.0
17,3.5,4.0,4.0,4.0,4.0,5.0
18,4.0,3.0,3.0,4.0,3.0,5.0
19,4.0,3.0,3.0,3.0,4.0,2.0
20,3.0,3.0,4.0,4.0,2.0,4.0
21,3.0,3.0,4.0,3.0,2.0,4.0
22,4.0,3.0,3.0,4.0,2.0,4.0
23,4.0,3.0,3.0,4.0,3.0,2.0
24,4.0,3.0,4.0,3.0,2.0,4.0
25,4.0,3.0,3.0,3.0,2.0,4.0
26,4.0,3.0,4.0,5.0,3.0,5.0
27,4.0,3.0,3.0,4.0,2.0,4.0
28,4.0,3.0,3.0,4.0,2.0,4.0
29,4.0,3.0,3.0,4.0,3.0,4.0
30,4.0,2.0,3.0,1.0,2.0,1.0
31,3.0,3.0,2.0,3.0,4.0,2.0
32,2.0,3.0,2.0,3.0,4.0,2.0
33,4.5,3.5,4.0,4.0,4.5,4.0
34,4.0,2.0,3.0,3.0,4.0,4.0
35,3.5,3.0,2.5,3.5,3.0,2.0
36,4.0,2.0,3.0,1.0,2.0,1.0
37,3.5,3.0,3.0,3.5,4.0,2.0
38,2.0,3.0,2.0,3.0,3.0,4.0
39,4.0,2.0,3.0,3.0,4.0,2.0
40,3.0,3.0,2.0,4.0,2.0,4.0
41,3.5,3.0,3.5,4.0,2.5,3.0
42,2.5,3.0,2.5,3.0,2.0,2.5
43,4.0,3.0,3.0,4.0,3.0,4.0
44,2.0,2.0,2.0,3.0,2.0,1.0
45,2.0,3.0,2.0,4.0,3.0,2.0
46,3.5,3.0,3.0,4.0,2.5,3.5
47,2.5,3.5,2.5,4.5,2.5,2.5
48,4.0,2.0,3.0,4.0,3.0,4.0
49,4.0,3.0,3.0,4.0,3.0,3.0
50,4.0,3.0,3.0,3.0,4.0,3.0
51,4.0,2.0,3.0,3.0,3.0,2.0
52,4.0,3.0,4.0,3.0,3.0,4.0
53,4.0,3.0,3.0,4.0,3.0,3.0
54,4.0,3.0,3.0,4.0,2.0,4.0
55,4.0,3.0,3.0,4.0,3.0,3.0
56,3.5,3.0,3.0,3.5,3.0,2.5
57,4.0,3.0,3.0,4.0,3.0,3.0
58,4.0,3.0,3.0,4.0,3.0,3.0
59,4.0,3.0,4.0,3.5,4.0,3.0
60,4.0,3.0,3.0,4.0,2.0,4.0
61,5.0,4.0,5.0,5.0,3.0,5.0
62,5.0,5.0,5.0,4.0,3.0,5.0
63,5.0,5.0,5.0,5.0,4.0,5.0
64,4.0,3.0,3.0,4.0,2.0,4.0
65,5.0,5.0,5.0,5.0,3.0,5.0
66,4.0,4.0,4.0,4.0,3.0,4.0
67,5.0,5.0,5.0,5.0,4.0,5.0
68,5.0,5.0,4.0,4.0,3.0,5.0
69,4.0,4.0,4.0,4.0,3.0,4.0
70,3.0,2.0,4.0,4.0,2.0,2.0
71,2.5,2.5,2.5,3.0,3.5,2.0
72,3.0,3.0,3.0,3.0,2.0,2.0
73,4.0,3.0,4.0,4.0,3.0,2.0
74,1.0,2.0,2.0,3.0,2.0,1.0
75,3.0,2.0,3.0,2.0,2.0,2.0
76,4.0,3.0,4.0,4.0,4.0,5.0
77,4.5,3.5,4.0,4.0,3.0,4.0
78,4.0,2.0,3.0,3.0,3.0,2.0
79,3.5,3.0,4.0,3.5,2.5,2.5
80,4.0,2.0,3.0,2.0,2.0,1.0
81,4.0,2.0,3.0,1.0,1.0,1.0
82,4.0,3.0,3.0,3.0,2.0,4.0
83,4.0,2.0,3.0,1.0,2.0,1.0
84,4.0,3.0,3.0,4.0,3.0,4.0
85,4.0,2.0,3.0,3.0,2.0,2.0
86,4.0,3.0,3.0,3.0,3.0,4.0
87,4.0,2.0,2.0,3.0,2.0,2.0
88,3.5,3.0,3.5,3.0,4.0,3.0
89,3.5,3.0,3.0,2.5,2.0,3.0
90,4.0,3.0,4.0,3.0,2.0,4.0
91,4.5,4.5,4.5,4.5,3.5,5.0
92,4.5,4.5,4.5,4.5,4.0,5.0
93,5.0,4.0,5.0,4.0,3.0,5.0
94,5.0,5.0,5.0,4.0,3.0,5.0
95,4.0,3.0,4.0,3.0,3.0,4.0
96,4.0,3.0,4.0,4.0,3.0,5.0
97,4.0,3.0,3.0,3.0,2.0,4.0
98,4.0,3.0,4.0,3.0,2.0,5.0
99,4.0,3.0,4.0,3.0,2.0,4.0
100,4.0,3.0,4.0,5.0,3.0,4.0
101,3.0,2.0,2.0,3.0,3.0,2.0
102,4.0,3.0,3.0,4.0,3.0,4.0
103,3.0,3.0,3.0,3.0,2.0,2.0
104,4.0,3.0,3.0,4.0,3.0,4.0
105,4.0,3.0,4.0,3.0,4.0,4.0
106,3.5,3.0,3.5,3.0,3.0,3.5
107,3.0,3.0,2.0,3.0,4.0,2.0
108,4.0,3.0,4.0,4.0,5.0,5.0
109,4.0,3.0,4.0,4.0,3.0,4.0
110,4.0,4.0,4.0,4.0,3.0,4.0
111,4.0,3.0,3.0,3.0,2.0,2.0
112,4.0,3.0,4.0,3.0,3.0,4.0
113,4.0,2.0,3.0,1.0,2.0,1.0
114,4.0,3.0,3.0,4.0,2.0,3.0
115,4.0,3.0,4.0,3.0,2.0,4.0
116,4.0,3.0,4.0,4.0,4.0,4.0
117,4.0,3.0,3.0,3.0,2.0,2.0
118,4.0,3.0,3.0,4.0,3.0,4.0
119,4.0,4.0,4.0,4.0,3.0,5.0
120,4.0,3.0,3.0,4.0,2.0,5.0
121,4.0,3.0,3.0,4.0,4.0,4.0
122,4.5,4.0,4.5,4.5,4.0,4.5
123,4.0,3.0,3.0,4.0,3.0,4.0
124,3.5,4.0,3.5,4.0,3.0,3.5
125,4.0,3.0,3.0,4.0,3.0,4.0
126,3.5,3.0,2.5,3.0,2.0,4.0
127,4.0,3.0,2.0,4.0,2.0,4.0
128,2.5,4.0,3.0,4.0,2.0,2.0
129,4.0,3.0,4.0,3.0,3.0,4.0
130,4.0,3.0,3.0,2.0,2.0,4.0
131,4.0,3.0,4.0,3.0,2.0,4.0
132,3.5,3.0,3.5,3.0,2.5,3.0
133,4.0,3.0,3.0,3.0,3.0,4.0
134,4.5,4.0,4.5,3.5,3.0,5.0
135,4.0,3.0,4.0,3.0,2.0,4.0
136,4.0,4.0,4.0,3.0,3.0,5.0
137,4.0,3.0,4.0,3.0,2.0,3.0
138,3.5,3.5,3.0,4.0,2.5,3.5
139,4.0,3.0,4.0,4.0,3.0,4.0
140,4.0,3.0,3.0,4.0,3.0,4.0
141,4.0,5.0,4.0,4.0,4.0,5.0
142,4.0,3.0,3.0,4.0,4.0,4.0
143,4.0,3.0,3.0,4.0,3.0,4.0
144,4.0,4.0,4.0,5.0,4.0,4.0
145,4.0,3.5,4.0,4.0,4.0,4.0
146,4.0,4.0,4.0,4.0,3.0,4.0
147,4.5,4.2,4.0,4.3,4.1,4.4
148,4.0,3.5,4.0,4.0,3.5,4.5
149,4.0,3.0,3.0,4.0,3.0,4.0
150,4.2,4.0,4.3,4.1,3.8,4.5
151,4.0,3.0,3.0,4.0,3.0,2.0
152,4.0,3.0,4.0,3.0,3.0,4.0
153,4.0,3.0,4.0,3.0,3.0,4.0
154,4.5,4.0,4.5,4.0,3.5,5.0
155,4.5,4.5,4.5,4.5,4.5,4.5
156,3.0,4.0,4.0,4.0,4.0,2.0
157,4.0,3.0,4.0,4.0,3.0,4.0
158,4.0,3.0,3.0,4.0,2.0,2.0
159,4.5,4.0,4.5,4.5,3.5,4.5
160,4.0,3.0,3.0,4.0,4.0,5.0
161,4.0,2.0,3.0,4.0,3.0,4.0
162,4.0,3.0,3.0,4.0,3.0,4.0
163,4.0,3.0,3.0,3.0,3.0,4.0
164,4.0,3.0,4.0,3.0,3.0,4.0
165,4.0,3.0,2.0,3.0,2.0,2.0
166,4.0,3.0,4.0,3.0,2.0,3.0
167,4.0,3.0,3.0,4.0,3.0,4.0
168,4.0,3.0,3.0,4.0,3.0,4.0
169,4.0,3.0,4.0,3.0,4.0,5.0
170,4.0,3.0,4.0,4.0,5.0,5.0
171,4.0,3.0,4.0,3.0,5.0,2.0
172,5.0,4.0,5.0,4.0,5.0,5.0
173,4.0,4.0,3.5,3.5,3.0,2.5
174,4.0,3.0,3.0,3.0,5.0,2.0
175,4.0,3.0,3.0,4.0,5.0,2.0
176,4.5,4.0,4.0,4.0,5.0,3.0
177,4.0,3.0,4.0,3.0,4.0,5.0
178,4.0,5.0,4.0,4.0,5.0,5.0
179,4.0,3.0,4.0,4.0,5.0,3.0
180,3.0,3.0,3.0,4.0,2.0,2.0
181,4.0,2.0,3.0,4.0,4.0,4.0
182,4.0,3.0,3.0,4.0,3.0,4.0
183,4.0,3.0,3.0,4.0,2.0,4.0
184,2.0,3.0,2.0,3.0,2.0,2.0
185,4.2,4.0,4.1,4.3,4.0,4.2
186,3.5,3.0,3.0,3.5,3.0,3.0
187,4.0,2.0,3.0,4.0,3.0,3.0
188,4.0,3.0,3.0,4.0,3.0,4.0
189,4.0,3.0,3.0,4.0,3.0,4.0
190,4.0,3.0,3.0,3.0,3.0,4.0
191,4.0,3.0,3.0,4.0,3.0,4.0
192,4.0,3.0,3.0,3.0,2.0,4.0
193,4.0,3.0,3.0,3.0,2.0,3.0
194,4.0,3.0,4.0,3.0,3.0,4.0
195,4.0,3.0,3.0,4.0,3.0,4.0
196,4.0,3.0,3.0,4.0,2.0,4.0
197,4.0,3.0,3.0,4.0,3.0,4.0
198,4.5,4.0,4.0,4.5,4.0,5.0
199,4.5,4.0,4.0,4.0,4.0,4.0
